Nodo,Rw Settembre,Rw Ottobre,Rw Novembre,Rw Dicembre,Rw Dicembre Predetto,Rwerrore
PaolaPagliaro,0.94,0.2,0.29,0.25,0.245,0.2500000000000002
PartSocialista,,1.0,1.0,1.0,1.0,0
PsiCaloveto,,1.0,1.0,1.0,1.0,0
CNT_Fuenlabrada,,1.0,1.0,1.0,1.0,0
CronacaParlamen,,1.0,0.99,1.0,0.99,0.5000000000000004
pepo1913,,0.5,0.5,1.0,0.5,25.0
Visach80,,1.0,1.0,1.0,1.0,0
paulitacarva,,1.0,1.0,1.0,1.0,0
Christi64521865,,1.0,1.0,1.0,1.0,0
adamosy10,,1.0,1.0,1.0,1.0,0
maria_gimenez1,,1.0,1.0,1.0,1.0,0
L_e_o_t_o_n,0.5,0.5,0.5,0.25,0.5,12.5
enricovik,0.02,0.2,0.06,0.1,0.13,1.5
EnferTrabajoMur,,1.0,1.0,1.0,1.0,0
Antongiulio2,0.0,0.0,0.06,-0.07,0.03,5.0
carlogubi,,1.0,0.5,0.0,0.5,25.0
elemacaron,,1.0,0.5,1.0,0.5,25.0
Odiln3,1.0,1.0,1.0,1.0,1.0,0
josenorman,,1.0,1.0,1.0,1.0,0
iu_aragon,1.0,1.0,1.0,1.0,1.0,0
Angela_Ibanez,,1.0,1.0,1.0,1.0,0
podemossanidad,,0.5,0.5,0.5,0.5,0
Luzloizeaux,,1.0,1.0,1.0,1.0,0
Mic_a_e_la,,1.0,1.0,1.0,1.0,0
Sarti_Davide,,1.0,1.0,0.2,1.0,40.0
loacdi,,1.0,1.0,1.0,1.0,0
10261940,,1.0,0.33,0.2,0.33,6.5
AntennaGambero,,1.0,1.0,1.0,1.0,0
caterinacorda1,1.0,1.0,0.5,0.5,0.75,12.5
alessandro_fato,,1.0,1.0,1.0,1.0,0
MennaFini,,0.1,-0.0,1.0,0.0,50.0
bjornced,,0.0,1.0,1.0,1.0,0
GustavPin,,1.0,1.0,1.0,1.0,0
MarianaLestelle,,1.0,1.0,1.0,1.0,0
gazzetti_betti,,1.0,1.0,1.0,1.0,0
barbara_levada,,0.32,0.25,0.5,0.25,12.5
OttoMorales12,1.0,1.0,1.0,1.0,1.0,0
assaloni,1.0,0.0,-0.08,0.08,-0.04,6.0
wisimedina,,1.0,1.0,1.0,1.0,0
FlorGuzmanG,1.0,1.0,1.0,1.0,1.0,0
malacru,,1.0,1.0,1.0,1.0,0
geriatriachile,1.0,1.0,1.0,1.0,1.0,0
graziamorisi,1.0,1.0,1.0,1.0,1.0,0
germenpatogeno,,1.0,1.0,1.0,1.0,0
gloriagrifo,,1.0,1.0,1.0,1.0,0
Frodo6Luca,1.0,1.0,1.0,1.0,1.0,0
marianski65,,0.96,-0.02,1.0,-0.02,51.0
ragomgar,1.0,1.0,0.06,0.67,0.53,7.000000000000001
GiocondaGallina,,1.0,0.5,1.0,0.5,25.0
kermit290179,1.0,0.33,0.25,0.46,0.29000000000000004,8.5
Antonello_Lazzo,,1.0,1.0,1.0,1.0,0
amicoCelebrity,,1.0,1.0,1.0,1.0,0
g_parmi,,1.0,1.0,1.0,1.0,0
MariellaMaffini,,1.0,1.0,1.0,1.0,0
moguillaumet,1.0,1.0,1.0,1.0,1.0,0
sergiofenizia,,0.5,0.5,0.25,0.5,12.5
MarcoUdc,1.0,1.0,0.33,0.25,0.665,20.75
AQueMeVoyAIkea,,1.0,1.0,1.0,1.0,0
EArcolao,1.0,1.0,1.0,1.0,1.0,0
corrini,,1.0,1.0,1.0,1.0,0
davmadrid_,1.0,1.0,1.0,1.0,1.0,0
CristinaMongioy,,1.0,0.33,1.0,0.33,33.5
MariaFidei,,1.0,1.0,0.5,1.0,25.0
WTR_282,,1.0,1.0,1.0,1.0,0
haroldfdl,1.0,1.0,1.0,1.0,1.0,0
donMimmo,,1.0,1.0,1.0,1.0,0
jcguillend,1.0,1.0,0.5,0.5,0.75,12.5
MANUEL_ONATE,,1.0,1.0,1.0,1.0,0
MedesMontgri,,1.0,1.0,1.0,1.0,0
ScarparoSara,1.0,0.5,0.5,1.0,0.5,25.0
joseacuencat,1.0,1.0,0.6,0.25,0.8,27.500000000000004
aulihapponen,1.0,1.0,1.0,1.0,1.0,0
petronillarusso,,0.5,0.0,0.33,0.0,16.5
seloig,1.0,1.0,1.0,1.0,1.0,0
AlexSv85,1.0,1.0,1.0,1.0,1.0,0
STEFANIALOVE69,,1.0,0.93,1.0,0.93,3.4999999999999973
PenelopeCHG,1.0,1.0,1.0,1.0,1.0,0
justoutofmood,1.0,0.99,0.2,0.0,0.595,29.75
Rappa1958,,1.0,0.5,1.0,0.5,25.0
giuseppegullon8,,1.0,0.75,1.0,0.75,12.5
fjconpe,1.0,1.0,1.0,1.0,1.0,0
globalistIT,,1.0,1.0,1.0,1.0,0
humanizacionSS,,1.0,1.0,1.0,1.0,0
_MicroMega_,1.0,1.0,1.0,1.0,1.0,0
civati,,1.0,1.0,1.0,1.0,0
LAMONTEDOC,-1.0,0.0,0.0,-0.14,0.0,7.000000000000001
chastonytw,1.0,1.0,1.0,1.0,1.0,0
EulaliaGrillo,,1.0,0.0,1.0,0.0,50.0
cronitaliana,,1.0,1.0,1.0,1.0,0
cuidadors,,1.0,0.5,0.5,0.5,0
MayraADiaz1,,1.0,1.0,1.0,1.0,0
Radio3scienza,,1.0,1.0,1.0,1.0,0
L_basili,,0.96,-0.03,1.0,-0.03,51.5
odissea86,,1.0,1.0,1.0,1.0,0
paolacsc,1.0,0.33,-0.12,0.0,0.10500000000000001,5.250000000000001
radio3santarosa,,1.0,1.0,1.0,1.0,0
Urobertu,1.0,0.5,0.14,0.01,0.32,15.5
ale_petraglia,,1.0,1.0,1.0,1.0,0
formichenews,1.0,1.0,1.0,1.0,1.0,0
mariomarazziti,,1.0,1.0,1.0,1.0,0
MireyaTimi,1.0,1.0,1.0,1.0,1.0,0
marialolamajari,,1.0,1.0,1.0,1.0,0
marcoprat,,1.0,0.5,1.0,0.5,25.0
DoninGianni,,1.0,0.13,0.5,0.13,18.5
va_varca,,1.0,0.0,0.0,0.0,0
MaurizioAlba,,1.0,0.5,0.25,0.5,12.5
Elisabe250265,,1.0,0.0,-1.0,0.0,50.0
BeppeSammartino,0.47,0.29,0.09,0.0,0.19,9.5
eardila02,,1.0,1.0,1.0,1.0,0
Andrea_Mariotto,,1.0,1.0,1.0,1.0,0
laurabagnoli,,1.0,1.0,0.0,1.0,50.0
Catacamile,,1.0,1.0,1.0,1.0,0
erchamion17,1.0,1.0,0.5,0.33,0.75,21.0
FilippinRosanna,,1.0,1.0,0.5,1.0,25.0
lupoalberto1960,,0.5,0.5,0.5,0.5,0
blusewillis,1.0,1.0,0.25,1.0,0.625,18.75
vrwestperrenzi,,1.0,0.5,1.0,0.5,25.0
LauraFabiolaTo,1.0,1.0,1.0,1.0,1.0,0
faustalissia,,1.0,1.0,1.0,1.0,0
GenaroLopezR,1.0,1.0,1.0,1.0,1.0,0
devivocarmen,,1.0,1.0,1.0,1.0,0
ANMagistrati,,1.0,1.0,1.0,1.0,0
phenobarbital,,1.0,1.0,1.0,1.0,0
chiara_201181,,1.0,0.5,0.0,0.5,25.0
FBergamini3,,0.5,0.33,0.5,0.33,8.5
geraldinasplace,1.0,1.0,1.0,1.0,1.0,0
Tirso1920,1.0,1.0,1.0,1.0,1.0,0
GabriellaSaba1,1.0,1.0,1.0,1.0,1.0,0
angelicamgb77,,1.0,1.0,1.0,1.0,0
MxQuesito,,1.0,1.0,1.0,1.0,0
schnitzlerrr,1.0,1.0,1.0,1.0,1.0,0
Trovolavorobiz,1.0,1.0,1.0,0.83,1.0,8.500000000000002
doctorsimon2,0.25,0.25,0.17,0.5,0.21000000000000002,14.499999999999998
verodlpuerta,,1.0,1.0,1.0,1.0,0
GaschinoG,1.0,0.07,0.32,-0.0,0.195,9.75
Guerradtw,,1.0,1.0,1.0,1.0,0
sarafornari1,,1.0,1.0,1.0,1.0,0
FurioGarbagnati,,1.0,0.01,1.0,0.01,49.5
Soppressatira,,1.0,1.0,1.0,1.0,0
josemdominguezr,,1.0,1.0,1.0,1.0,0
ArderasDocu,1.0,1.0,1.0,1.0,1.0,0
IBBioetica,1.0,1.0,1.0,1.0,1.0,0
lLPorcoNero,1.0,1.0,1.0,1.0,1.0,0
steeler555,,1.0,1.0,1.0,1.0,0
crigiunchi,,0.5,-0.18,0.0,-0.18,9.0
achispd,1.0,1.0,1.0,1.0,1.0,0
elenamihaita,,1.0,1.0,1.0,1.0,0
000120o,,0.5,0.02,0.33,0.02,15.5
ecampsol,1.0,0.67,0.75,0.8,0.71,4.5000000000000036
gaetanomaisto,,1.0,1.0,1.0,1.0,0
juherya,1.0,1.0,1.0,1.0,1.0,0
SerenellaVerd,,1.0,0.25,0.13,0.25,6.0
EdizioniSpartac,,1.0,1.0,1.0,1.0,0
archcg_cencioni,,0.96,0.0,1.0,0.0,50.0
idamontemagno,-0.13,0.25,0.2,-0.02,0.225,12.25
Eduplaram,,1.0,1.0,1.0,1.0,0
FrenteAmplio_Ve,,1.0,1.0,1.0,1.0,0
MdSabini,,1.0,1.0,1.0,1.0,0
AngrySveva,1.0,1.0,1.0,1.0,1.0,0
restaurando11,,1.0,0.5,0.5,0.5,0
luisorel,,1.0,0.19,-0.0,0.19,9.5
___xscd,,1.0,0.0,0.5,0.0,25.0
KristiinaKunnas,,1.0,1.0,1.0,1.0,0
mariellarosati,,1.0,0.0,0.12,0.0,6.0
sonsolesoz,1.0,1.0,1.0,1.0,1.0,0
juankicani,1.0,1.0,1.0,1.0,1.0,0
angelgarcia3030,1.0,1.0,1.0,1.0,1.0,0
claudialopedote,1.0,1.0,1.0,1.0,1.0,0
angelomassa6,,0.99,1.0,0.03,1.0,48.5
iloveLivorno,,1.0,1.0,1.0,1.0,0
leosanchezu,,1.0,1.0,1.0,1.0,0
luciadecosimo78,,1.0,1.0,1.0,1.0,0
LaityFamilyLife,,1.0,1.0,1.0,1.0,0
IlMattinoFoggia,,1.0,1.0,1.0,1.0,0
kanalibeach,0.0,0.0,0.05,0.5,0.025,23.75
Arqui_Cali,,1.0,1.0,1.0,1.0,0
SarkasmiSakari,1.0,1.0,1.0,1.0,1.0,0
LucioRomano02,1.0,1.0,1.0,1.0,1.0,0
ritamontanucci1,,0.5,0.5,0.5,0.5,0
Kamik_C,,1.0,1.0,1.0,1.0,0
scusateleterga,1.0,1.0,1.0,1.0,1.0,0
PillolaRazional,,1.0,1.0,1.0,1.0,0
RafaelLenL1,1.0,1.0,1.0,1.0,1.0,0
danielelussana,0.94,0.33,0.01,-0.0,0.17,8.5
LuciGuenz,,0.99,0.0,0.0,0.0,0
anahermilda,,1.0,1.0,1.0,1.0,0
Laakarilehti,,0.0,1.0,1.0,1.0,0
NadiaTrentini1,,0.5,0.31,0.0,0.31,15.5
pastorbprogre,1.0,1.0,0.06,0.72,0.53,9.499999999999996
FFarina1984,,0.5,0.1,0.25,0.1,7.5
ShareTheRoadFab,1.0,1.0,1.0,0.0,1.0,50.0
Patriota1959,1.0,1.0,1.0,1.0,1.0,0
sebaquila,1.0,1.0,1.0,1.0,1.0,0
Lady_Marian_G,1.0,1.0,1.0,1.0,1.0,0
Mode_Valdese,0.5,0.67,0.25,0.4,0.46,3.0
bebookness,,1.0,1.0,1.0,1.0,0
nitaidler,1.0,1.0,1.0,1.0,1.0,0
IesuAnna,,0.5,0.0,0.04,0.0,2.0
perquisidor,1.0,1.0,1.0,1.0,1.0,0
Alexylicious6,,1.0,1.0,1.0,1.0,0
noakeiko,1.0,1.0,1.0,1.0,1.0,0
mammapapaebimbi,0.06,0.38,0.1,0.25,0.24,0.5000000000000004
Libellula51,,1.0,0.0,0.0,0.0,0
EmiliaDeBiasi,1.0,1.0,0.01,0.04,0.505,23.25
HSBnoticias,,1.0,1.0,1.0,1.0,0
BALLETTODANZA,,0.96,-0.03,1.0,-0.03,51.5
rivellandrea,0.24,0.33,0.12,0.25,0.225,1.2499999999999998
abladalba,1.0,1.0,1.0,1.0,1.0,0
Tittidp75,,1.0,1.0,1.0,1.0,0
LuciaValchera,,1.0,1.0,1.0,1.0,0
riccardoena66,,1.0,1.0,0.25,1.0,37.5
AnikinGil,,1.0,1.0,1.0,1.0,0
bianchi_ennio,,1.0,0.0,0.0,0.0,0
GianPieroCroppo,1.0,1.0,-0.0,-0.0,0.5,25.0
chiafloreslugo,,1.0,1.0,1.0,1.0,0
AllaTuaPresenza,,0.0,0.33,0.07,0.33,13.0
VSprint6,,1.0,0.5,0.4,0.5,4.999999999999999
Diego__MD,1.0,1.0,1.0,1.0,1.0,0
Juanmacofren,,1.0,1.0,1.0,1.0,0
fershoman123,,1.0,1.0,1.0,1.0,0
mariagildac,,1.0,1.0,1.0,1.0,0
Confronti_CNT,1.0,0.25,0.25,0.33,0.25,4.000000000000001
NextNewMedia,,1.0,1.0,1.0,1.0,0
Goernefrau,1.0,1.0,1.0,1.0,1.0,0
fabiopazzini,-0.4,0.5,0.33,-0.03,0.41500000000000004,22.250000000000004
irisindia1,1.0,1.0,1.0,1.0,1.0,0
yeramirezh,,1.0,1.0,1.0,1.0,0
AbelNovoa,1.0,1.0,1.0,1.0,1.0,0
ivancatalanodep,0.94,0.5,0.5,1.0,0.5,25.0
alexarmuzzi,,1.0,0.33,0.33,0.33,0
ktirita1,,1.0,1.0,1.0,1.0,0
rominaroy23,,1.0,1.0,1.0,1.0,0
MandrakeMette,0.31,0.24,0.24,0.01,0.24,11.5
AgustinaWeyler,,1.0,1.0,1.0,1.0,0
PodemosAlhama,,1.0,1.0,1.0,1.0,0
nuevainsula,1.0,1.0,1.0,1.0,1.0,0
tersilvio,,1.0,1.0,0.5,1.0,25.0
Jusfincom,,1.0,1.0,1.0,1.0,0
Sfurmy,,-1.0,-1.0,-1.0,-1.0,0
PazAlso,,1.0,1.0,1.0,1.0,0
filotesa,1.0,1.0,1.0,0.01,1.0,49.5
MariLlorca,1.0,1.0,1.0,1.0,1.0,0
serghievich,,-0.04,0.07,0.46,0.07,19.5
GerberArancio,,1.0,1.0,1.0,1.0,0
EthelByrond,,1.0,1.0,1.0,1.0,0
AnconaToday,,1.0,1.0,1.0,1.0,0
jesusmarana,,1.0,1.0,1.0,1.0,0
Ermiban,1.0,1.0,1.0,1.0,1.0,0
IsabelPrez10,,1.0,1.0,1.0,1.0,0
BettaCossu1,1.0,0.16,0.2,1.0,0.18,41.0
barbaraabraham7,,1.0,1.0,1.0,1.0,0
fedeli_paolo,,1.0,0.0,1.0,0.0,50.0
EnriqueIpia,1.0,1.0,1.0,1.0,1.0,0
tizpiac,,1.0,0.0,1.0,0.0,50.0
Barbara_Goi,,1.0,-0.32,0.0,-0.32,16.0
_Naranjo_81,,1.0,1.0,1.0,1.0,0
fatpaul0147258,1.0,1.0,1.0,1.0,1.0,0
DCuevaCasanova,1.0,1.0,1.0,1.0,1.0,0
maclabogado,1.0,1.0,1.0,1.0,1.0,0
SigBliss,1.0,1.0,1.0,1.0,1.0,0
anis_epis,1.0,0.5,0.0,0.2,0.25,2.4999999999999996
DannyPerezDiaz,1.0,1.0,1.0,1.0,1.0,0
Jonni_Thomasoo,,1.0,0.6,0.5,0.6,4.999999999999999
PierluigiDiC,,1.0,1.0,1.0,1.0,0
gagomalu,,1.0,1.0,1.0,1.0,0
ChiaraProDAmbra,,1.0,1.0,1.0,1.0,0
Arebilaaa,0.5,0.14,0.12,0.12,0.13,0.5000000000000004
cosme_firenze,1.0,1.0,1.0,1.0,1.0,0
ADELGADO11,,1.0,1.0,1.0,1.0,0
ROVIHEGRAN,1.0,1.0,1.0,1.0,1.0,0
HealthItalia,1.0,1.0,1.0,1.0,1.0,0
MoebiusPeru,1.0,1.0,1.0,1.0,1.0,0
alepaganotwit,-1.0,-1.0,1.0,1.0,0.0,50.0
bafona54,,0.06,0.2,0.0,0.2,10.0
EsterPerifano,,0.96,0.01,1.0,0.01,49.5
vertvnoticias,,1.0,1.0,1.0,1.0,0
monysalas13,,1.0,1.0,1.0,1.0,0
Ines_Cidi,1.0,1.0,1.0,1.0,1.0,0
b_ory,,1.0,1.0,1.0,1.0,0
VadeRetro03,,1.0,1.0,1.0,1.0,0
ADTacitus,,1.0,1.0,1.0,1.0,0
ProVita_Tweet,1.0,1.0,1.0,1.0,1.0,0
SavioFicorella,0.67,0.2,0.02,0.2,0.11,4.500000000000001
LJes2014,1.0,1.0,1.0,1.0,1.0,0
luca_nuggia,0.5,1.0,0.5,0.17,0.75,28.999999999999996
ezia77,1.0,1.0,1.0,1.0,1.0,0
SalernoSal,,1.0,1.0,1.0,1.0,0
Matteo_DiMaio,,1.0,1.0,1.0,1.0,0
ADM_assdemxmi,1.0,0.9,0.84,0.2,0.87,33.5
Simo_Lari,,1.0,1.0,1.0,1.0,0
Simone76623275,,1.0,1.0,1.0,1.0,0
conchamcs,1.0,1.0,1.0,1.0,1.0,0
savethedate47,0.47,0.49,0.33,0.2,0.41000000000000003,10.500000000000002
ALFREDOMARIOTT1,,1.0,1.0,1.0,1.0,0
claudioparavati,1.0,1.0,1.0,1.0,1.0,0
Sbonini51,1.0,1.0,0.5,1.0,0.75,12.5
Angel42746901,1.0,1.0,1.0,1.0,1.0,0
AcsAngelica,1.0,1.0,1.0,1.0,1.0,0
EsAhoraMurcia,1.0,1.0,1.0,1.0,1.0,0
AnaGato__,1.0,1.0,1.0,1.0,1.0,0
ArroyoLeon,,1.0,1.0,1.0,1.0,0
uolller,,0.5,0.31,1.0,0.31,34.5
GIANNNPAN,,0.5,0.02,0.33,0.02,15.5
ModicaGio,,1.0,1.0,1.0,1.0,0
pmercado2006,,1.0,1.0,1.0,1.0,0
monperatothom,,1.0,1.0,1.0,1.0,0
iris_versari,,1.0,1.0,0.5,1.0,25.0
EdmondD09082129,1.0,1.0,1.0,1.0,1.0,0
Vitasostenibile,,1.0,1.0,1.0,1.0,0
valfromrome,,1.0,1.0,1.0,1.0,0
cony_magistrada,,1.0,1.0,1.0,1.0,0
giusiary,,1.0,1.0,1.0,1.0,0
mmgbol,1.0,1.0,1.0,1.0,1.0,0
La7tv,,1.0,1.0,1.0,1.0,0
Paul_Manoni,,0.97,0.5,1.0,0.5,25.0
QualeFuturo,1.0,1.0,1.0,0.33,1.0,33.5
ljvmxy,,-0.11,0.21,1.0,0.21,39.5
barbarapucci71,,1.0,1.0,1.0,1.0,0
davbilbao,1.0,1.0,1.0,1.0,1.0,0
CitizenGOes,,1.0,1.0,1.0,1.0,0
FGarciaSais,1.0,1.0,1.0,1.0,1.0,0
recordisco,1.0,1.0,1.0,1.0,1.0,0
IoleMarchesani,1.0,1.0,1.0,1.0,1.0,0
MagdaZanonii,1.0,1.0,1.0,1.0,1.0,0
simcopter,,1.0,1.0,-0.03,1.0,51.5
Fm2gomera,1.0,1.0,1.0,1.0,1.0,0
Lolamont,,1.0,1.0,1.0,1.0,0
AliciaAhora,,1.0,1.0,1.0,1.0,0
agilex2,,0.5,0.23,0.33,0.23,5.0
FreRuozzi,1.0,0.97,0.67,1.0,0.8200000000000001,8.999999999999996
PafSamu,,0.32,0.01,0.33,0.01,16.0
larobbina,,1.0,1.0,1.0,1.0,0
Jraulic,1.0,1.0,1.0,1.0,1.0,0
Veronica_Maz,,1.0,0.25,-0.0,0.25,12.5
grandesse,,1.0,1.0,1.0,1.0,0
pa__rm,,1.0,0.49,0.0,0.49,24.5
tanatologiamex,,1.0,1.0,1.0,1.0,0
Natalia01488076,,1.0,1.0,1.0,1.0,0
lucabattanta,1.0,1.0,1.0,0.33,1.0,33.5
Radio3tweet,,1.0,1.0,1.0,1.0,0
Zibelinam,,1.0,1.0,1.0,1.0,0
jonascardona,,1.0,1.0,1.0,1.0,0
AnnaMariaRosas1,0.94,0.97,0.25,0.33,0.61,13.999999999999998
zerozerozecche,,1.0,1.0,1.0,1.0,0
webnauta5_9,1.0,0.33,0.13,0.2,0.23,1.5
nadia_corcione,,1.0,1.0,1.0,1.0,0
nanita7m,,1.0,0.33,0.2,0.33,6.5
Luisgrod,,1.0,1.0,1.0,1.0,0
GianGiach,1.0,-0.04,0.07,0.33,0.015000000000000003,15.75
RodriguezPinero,1.0,1.0,1.0,1.0,1.0,0
IsabelMariaAlmo,,1.0,1.0,1.0,1.0,0
Lexie_The_Queen,,0.96,-0.02,1.0,-0.02,51.0
tiziana_magnani,,1.0,1.0,1.0,1.0,0
MERITOCRACIA2,1.0,1.0,1.0,1.0,1.0,0
RosannaPace89,,1.0,1.0,1.0,1.0,0
geriatra_1,,1.0,0.5,0.33,0.5,8.5
txuslaguay,1.0,1.0,1.0,1.0,1.0,0
raffaghellogian,1.0,0.48,0.01,0.33,0.245,4.250000000000001
maddyvalerio06,1.0,1.0,1.0,0.5,1.0,25.0
AnaM_GallardoP,1.0,1.0,1.0,1.0,1.0,0
MCarmenJordan,1.0,1.0,1.0,1.0,1.0,0
BorsottiAlessio,0.16,0.67,0.59,1.0,0.63,18.5
Jada_win,0.5,0.5,0.33,0.0,0.41500000000000004,20.75
Mucci1963,,1.0,1.0,1.0,1.0,0
gironisrael,,1.0,1.0,1.0,1.0,0
violet6femme,,1.0,1.0,1.0,1.0,0
culturacomplu,,1.0,1.0,1.0,1.0,0
monikant5,0.5,0.33,0.33,0.33,0.33,0
pacienteseguro,,1.0,1.0,1.0,1.0,0
emocionycambio,,1.0,1.0,1.0,1.0,0
HaapalaRiitta,,0.0,1.0,1.0,1.0,0
KZeneise,,1.0,1.0,1.0,1.0,0
Carmenr39892097,,0.96,0.0,1.0,0.0,50.0
MiikkaKeranen,1.0,1.0,1.0,1.0,1.0,0
capitanharlock2,1.0,1.0,1.0,1.0,1.0,0
pilardlsh,1.0,1.0,1.0,1.0,1.0,0
zolangegonzalez,,1.0,1.0,1.0,1.0,0
_tintalibre,,0.8,0.8,0.8,0.8,0
gothicprofile,,1.0,1.0,1.0,1.0,0
stefania_camosi,,1.0,1.0,1.0,1.0,0
parlattando,,1.0,1.0,1.0,1.0,0
FrancesJose,1.0,1.0,1.0,1.0,1.0,0
ValoresSociedad,1.0,1.0,1.0,1.0,1.0,0
1_Joe89,,1.0,1.0,1.0,1.0,0
matteocassa2,,1.0,1.0,1.0,1.0,0
gossiptvenews,,1.0,1.0,1.0,1.0,0
sheilly_ann,,1.0,1.0,1.0,1.0,0
davideormellese,,1.0,0.5,0.67,0.5,8.500000000000002
ecocom,,1.0,1.0,1.0,1.0,0
AgneluttoP,1.0,0.02,0.8,0.67,0.41000000000000003,13.0
JuanyGar63,,1.0,1.0,1.0,1.0,0
RepFederalChile,1.0,1.0,1.0,0.5,1.0,25.0
ErnestNunezG,,1.0,1.0,1.0,1.0,0
GironArevalo,1.0,1.0,0.5,0.5,0.75,12.5
cuidadosSM,,1.0,1.0,1.0,1.0,0
PPolicy_News,1.0,1.0,1.0,-1.0,1.0,100.0
VincinoWeb,-1.0,-1.0,-1.0,-1.0,-1.0,0
lali_amiga,1.0,1.0,1.0,1.0,1.0,0
pajarrraca,1.0,1.0,1.0,1.0,1.0,0
luisaadani,,1.0,1.0,1.0,1.0,0
BUENOTE184,,1.0,1.0,1.0,1.0,0
PossidonioGiord,1.0,1.0,1.0,1.0,1.0,0
esajas1,-1.0,-1.0,-0.5,-1.0,-0.75,12.5
godiegarciat,,1.0,1.0,1.0,1.0,0
mirochis,,1.0,1.0,1.0,1.0,0
Antijuridicidad,,1.0,1.0,1.0,1.0,0
GloriaFuentesSa,,1.0,1.0,0.5,1.0,25.0
UAAR_it,1.0,1.0,1.0,1.0,1.0,0
elenamente3,,0.47,0.5,0.5,0.5,0
margampons,,1.0,1.0,0.5,1.0,25.0
jlprequejo,1.0,0.4,0.6,0.4,0.5,4.999999999999999
EleonoraFrance,,1.0,1.0,1.0,1.0,0
yppi2011,,1.0,1.0,1.0,1.0,0
Derechoalavida,1.0,1.0,1.0,1.0,1.0,0
JaumeFuster_RS,1.0,0.33,0.46,0.43,0.395,1.7499999999999987
GaiaGuasp,,1.0,0.93,-0.08,0.93,50.5
sil_viar0,,1.0,1.0,1.0,1.0,0
Valter14032653,,0.0,0.0,0.0,0.0,0
EoLC_research,1.0,1.0,1.0,1.0,1.0,0
giu33liana,0.13,0.21,0.04,-0.07,0.125,9.75
PoliticRetwitt,,1.0,0.01,0.0,0.01,0.5
MauroBeltramo,,1.0,0.5,0.33,0.5,8.5
LadyJosepha,1.0,1.0,1.0,1.0,1.0,0
laurabergamas,0.13,0.08,0.02,0.06,0.05,0.4999999999999998
MarioPa56744878,1.0,1.0,1.0,1.0,1.0,0
DoraMillaci,,1.0,1.0,1.0,1.0,0
ReteComuniSIN,,1.0,1.0,1.0,1.0,0
