Nodo,Rw Settembre,Rw Ottobre,Rw Novembre,Rw Dicembre,Rw Dicembre Predetto,Rwerrore
EulaliaGrillo,,1.0,0.0,1.0,-0.99999999999999867,99.99999999999993
cronitaliana,,1.0,1.0,1.0,1.0,0
cuidadors,,1.0,0.5,0.5,6.6613381477509392e-16,24.999999999999968
MayraADiaz1,,1.0,1.0,1.0,1.0,0
Radio3scienza,,1.0,1.0,1.0,1.0,0
L_basili,,0.96,-0.03,1.0,-1.0,100.0
odissea86,,1.0,1.0,1.0,1.0,0
paolacsc,1.0,0.33,-0.12,0.0,-0.71666666666666745,35.83333333333337
radio3santarosa,,1.0,1.0,1.0,1.0,0
Urobertu,1.0,0.5,0.14,0.01,-0.31333333333333369,16.166666666666686
ale_petraglia,,1.0,1.0,1.0,1.0,0
formichenews,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
mariomarazziti,,1.0,1.0,1.0,1.0,0
MireyaTimi,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
marialolamajari,,1.0,1.0,1.0,1.0,0
marcoprat,,1.0,0.5,1.0,6.6613381477509392e-16,49.999999999999964
DoninGianni,,1.0,0.13,0.5,-0.73999999999999799,61.9999999999999
va_varca,,1.0,0.0,0.0,-0.99999999999999867,49.999999999999936
MaurizioAlba,,1.0,0.5,0.25,6.6613381477509392e-16,12.499999999999966
Elisabe250265,,1.0,0.0,-1.0,-0.99999999999999867,6.661338147750939e-14
BeppeSammartino,0.47,0.29,0.09,0.0,-0.096666666666666901,4.833333333333345
eardila02,,1.0,1.0,1.0,1.0,0
Andrea_Mariotto,,1.0,1.0,1.0,1.0,0
laurabagnoli,,1.0,1.0,0.0,1.0,50.0
Catacamile,,1.0,1.0,1.0,1.0,0
erchamion17,1.0,1.0,0.5,0.33,0.33333333333333259,0.16666666666662888
FilippinRosanna,,1.0,1.0,0.5,1.0,25.0
lupoalberto1960,,0.5,0.5,0.5,0.50000000000000022,1.1102230246251565e-14
blusewillis,1.0,1.0,0.25,1.0,-4.4408920985006262e-16,50.00000000000002
vrwestperrenzi,,1.0,0.5,1.0,6.6613381477509392e-16,49.999999999999964
LauraFabiolaTo,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
faustalissia,,1.0,1.0,1.0,1.0,0
GenaroLopezR,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
devivocarmen,,1.0,1.0,1.0,1.0,0
ANMagistrati,,1.0,1.0,1.0,1.0,0
phenobarbital,,1.0,1.0,1.0,1.0,0
chiara_201181,,1.0,0.5,0.0,6.6613381477509392e-16,3.3306690738754696e-14
FBergamini3,,0.5,0.33,0.5,0.16000000000000059,16.99999999999997
geraldinasplace,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
Tirso1920,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
GabriellaSaba1,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
angelicamgb77,,1.0,1.0,1.0,1.0,0
MxQuesito,,1.0,1.0,1.0,1.0,0
schnitzlerrr,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
Trovolavorobiz,1.0,1.0,1.0,0.83,0.99999999999999967,8.499999999999986
doctorsimon2,0.25,0.25,0.17,0.5,0.1433333333333332,17.83333333333334
verodlpuerta,,1.0,1.0,1.0,1.0,0
GaschinoG,1.0,0.07,0.32,-0.0,-0.21666666666666679,10.83333333333334
Guerradtw,,1.0,1.0,1.0,1.0,0
sarafornari1,,1.0,1.0,1.0,1.0,0
FurioGarbagnati,,1.0,0.01,1.0,-0.97999999999999843,98.99999999999991
Soppressatira,,1.0,1.0,1.0,1.0,0
josemdominguezr,,1.0,1.0,1.0,1.0,0
ArderasDocu,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
IBBioetica,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
lLPorcoNero,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
steeler555,,1.0,1.0,1.0,1.0,0
crigiunchi,,0.5,-0.18,0.0,-0.85999999999999899,42.99999999999995
achispd,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
elenamihaita,,1.0,1.0,1.0,1.0,0
000120o,,0.5,0.02,0.33,-0.45999999999999885,39.49999999999994
ecampsol,1.0,0.67,0.75,0.8,0.5566666666666662,12.166666666666693
gaetanomaisto,,1.0,1.0,1.0,1.0,0
juherya,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
SerenellaVerd,,1.0,0.25,0.13,-0.49999999999999845,31.499999999999922
EdizioniSpartac,,1.0,1.0,1.0,1.0,0
archcg_cencioni,,0.96,0.0,1.0,-0.95999999999999885,97.99999999999994
idamontemagno,-0.13,0.25,0.2,-0.02,0.43666666666666676,22.83333333333334
Eduplaram,,1.0,1.0,1.0,1.0,0
FrenteAmplio_Ve,,1.0,1.0,1.0,1.0,0
MdSabini,,1.0,1.0,1.0,1.0,0
AngrySveva,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
restaurando11,,1.0,0.5,0.5,6.6613381477509392e-16,24.999999999999968
luisorel,,1.0,0.19,-0.0,-0.61999999999999877,30.99999999999994
___xscd,,1.0,0.0,0.5,-0.99999999999999867,74.99999999999993
KristiinaKunnas,,1.0,1.0,1.0,1.0,0
mariellarosati,,1.0,0.0,0.12,-0.99999999999999867,55.999999999999936
sonsolesoz,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
juankicani,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
angelgarcia3030,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
claudialopedote,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
angelomassa6,,0.99,1.0,0.03,1.0,48.5
iloveLivorno,,1.0,1.0,1.0,1.0,0
leosanchezu,,1.0,1.0,1.0,1.0,0
luciadecosimo78,,1.0,1.0,1.0,1.0,0
LaityFamilyLife,,1.0,1.0,1.0,1.0,0
IlMattinoFoggia,,1.0,1.0,1.0,1.0,0
kanalibeach,0.0,0.0,0.05,0.5,0.06666666666666668,21.666666666666668
Arqui_Cali,,1.0,1.0,1.0,1.0,0
SarkasmiSakari,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
LucioRomano02,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
ritamontanucci1,,0.5,0.5,0.5,0.50000000000000022,1.1102230246251565e-14
Kamik_C,,1.0,1.0,1.0,1.0,0
scusateleterga,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
PillolaRazional,,1.0,1.0,1.0,1.0,0
RafaelLenL1,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
danielelussana,0.94,0.33,0.01,-0.0,-0.50333333333333341,25.16666666666667
LuciGuenz,,0.99,0.0,0.0,-0.98999999999999821,49.49999999999991
anahermilda,,1.0,1.0,1.0,1.0,0
Laakarilehti,,0.0,1.0,1.0,1.0,0
NadiaTrentini1,,0.5,0.31,0.0,0.12000000000000055,6.0000000000000275
pastorbprogre,1.0,1.0,0.06,0.72,-0.25333333333333408,48.6666666666667
FFarina1984,,0.5,0.1,0.25,-0.29999999999999916,27.499999999999957
ShareTheRoadFab,1.0,1.0,1.0,0.0,0.99999999999999967,49.999999999999986
Patriota1959,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
sebaquila,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
Lady_Marian_G,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
Mode_Valdese,0.5,0.67,0.25,0.4,0.22333333333333305,8.833333333333348
bebookness,,1.0,1.0,1.0,1.0,0
nitaidler,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
IesuAnna,,0.5,0.0,0.04,-0.49999999999999933,26.999999999999968
perquisidor,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
Alexylicious6,,1.0,1.0,1.0,1.0,0
noakeiko,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
mammapapaebimbi,0.06,0.38,0.1,0.25,0.21999999999999997,1.5000000000000013
Libellula51,,1.0,0.0,0.0,-0.99999999999999867,49.999999999999936
EmiliaDeBiasi,1.0,1.0,0.01,0.04,-0.32000000000000073,18.000000000000036
HSBnoticias,,1.0,1.0,1.0,1.0,0
BALLETTODANZA,,0.96,-0.03,1.0,-1.0,100.0
rivellandrea,0.24,0.33,0.12,0.25,0.10999999999999985,7.000000000000008
abladalba,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
Tittidp75,,1.0,1.0,1.0,1.0,0
LuciaValchera,,1.0,1.0,1.0,1.0,0
riccardoena66,,1.0,1.0,0.25,1.0,37.5
AnikinGil,,1.0,1.0,1.0,1.0,0
bianchi_ennio,,1.0,0.0,0.0,-0.99999999999999867,49.999999999999936
GianPieroCroppo,1.0,1.0,-0.0,-0.0,-0.33333333333333393,16.666666666666696
chiafloreslugo,,1.0,1.0,1.0,1.0,0
AllaTuaPresenza,,0.0,0.33,0.07,0.65999999999999948,29.49999999999997
VSprint6,,1.0,0.5,0.4,6.6613381477509392e-16,19.999999999999968
Diego__MD,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
Juanmacofren,,1.0,1.0,1.0,1.0,0
fershoman123,,1.0,1.0,1.0,1.0,0
mariagildac,,1.0,1.0,1.0,1.0,0
Confronti_CNT,1.0,0.25,0.25,0.33,-0.25000000000000022,29.000000000000014
NextNewMedia,,1.0,1.0,1.0,1.0,0
Goernefrau,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
fabiopazzini,-0.4,0.5,0.33,-0.03,0.87333333333333363,45.166666666666686
irisindia1,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
yeramirezh,,1.0,1.0,1.0,1.0,0
AbelNovoa,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
ivancatalanodep,0.94,0.5,0.5,1.0,0.20666666666666611,39.66666666666669
alexarmuzzi,,1.0,0.33,0.33,-0.33999999999999853,33.49999999999993
ktirita1,,1.0,1.0,1.0,1.0,0
rominaroy23,,1.0,1.0,1.0,1.0,0
MandrakeMette,0.31,0.24,0.24,0.01,0.19333333333333319,9.166666666666659
AgustinaWeyler,,1.0,1.0,1.0,1.0,0
PodemosAlhama,,1.0,1.0,1.0,1.0,0
nuevainsula,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
tersilvio,,1.0,1.0,0.5,1.0,25.0
Jusfincom,,1.0,1.0,1.0,1.0,0
Sfurmy,,-1.0,-1.0,-1.0,-1.0,0
PazAlso,,1.0,1.0,1.0,1.0,0
filotesa,1.0,1.0,1.0,0.01,0.99999999999999967,49.499999999999986
MariLlorca,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
serghievich,,-0.04,0.07,0.46,0.17999999999999985,14.000000000000007
GerberArancio,,1.0,1.0,1.0,1.0,0
EthelByrond,,1.0,1.0,1.0,1.0,0
AnconaToday,,1.0,1.0,1.0,1.0,0
jesusmarana,,1.0,1.0,1.0,1.0,0
Ermiban,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
IsabelPrez10,,1.0,1.0,1.0,1.0,0
BettaCossu1,1.0,0.16,0.2,1.0,-0.34666666666666734,67.33333333333337
barbaraabraham7,,1.0,1.0,1.0,1.0,0
fedeli_paolo,,1.0,0.0,1.0,-0.99999999999999867,99.99999999999993
EnriqueIpia,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
tizpiac,,1.0,0.0,1.0,-0.99999999999999867,99.99999999999993
Barbara_Goi,,1.0,-0.32,0.0,-1.0,50.0
_Naranjo_81,,1.0,1.0,1.0,1.0,0
fatpaul0147258,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
DCuevaCasanova,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
maclabogado,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
SigBliss,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
anis_epis,1.0,0.5,0.0,0.2,-0.50000000000000044,35.00000000000002
DannyPerezDiaz,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
Jonni_Thomasoo,,1.0,0.6,0.5,0.20000000000000084,14.999999999999957
PierluigiDiC,,1.0,1.0,1.0,1.0,0
gagomalu,,1.0,1.0,1.0,1.0,0
ChiaraProDAmbra,,1.0,1.0,1.0,1.0,0
Arebilaaa,0.5,0.14,0.12,0.12,-0.12666666666666671,12.333333333333336
cosme_firenze,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
ADELGADO11,,1.0,1.0,1.0,1.0,0
ROVIHEGRAN,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
HealthItalia,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
MoebiusPeru,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
alepaganotwit,-1.0,-1.0,1.0,1.0,1.0,0
bafona54,,0.06,0.2,0.0,0.33999999999999986,16.999999999999993
EsterPerifano,,0.96,0.01,1.0,-0.93999999999999906,96.99999999999996
vertvnoticias,,1.0,1.0,1.0,1.0,0
monysalas13,,1.0,1.0,1.0,1.0,0
Ines_Cidi,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
b_ory,,1.0,1.0,1.0,1.0,0
VadeRetro03,,1.0,1.0,1.0,1.0,0
ADTacitus,,1.0,1.0,1.0,1.0,0
ProVita_Tweet,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
SavioFicorella,0.67,0.2,0.02,0.2,-0.3533333333333335,27.66666666666667
LJes2014,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
luca_nuggia,0.5,1.0,0.5,0.17,0.66666666666666652,24.833333333333325
ezia77,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
SalernoSal,,1.0,1.0,1.0,1.0,0
Matteo_DiMaio,,1.0,1.0,1.0,1.0,0
ADM_assdemxmi,1.0,0.9,0.84,0.2,0.75333333333333308,27.66666666666665
Simo_Lari,,1.0,1.0,1.0,1.0,0
Simone76623275,,1.0,1.0,1.0,1.0,0
conchamcs,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
savethedate47,0.47,0.49,0.33,0.2,0.28999999999999959,4.499999999999979
ALFREDOMARIOTT1,,1.0,1.0,1.0,1.0,0
claudioparavati,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
Sbonini51,1.0,1.0,0.5,1.0,0.33333333333333259,33.33333333333337
Angel42746901,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
AcsAngelica,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
EsAhoraMurcia,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
AnaGato__,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
ArroyoLeon,,1.0,1.0,1.0,1.0,0
uolller,,0.5,0.31,1.0,0.12000000000000055,43.99999999999997
GIANNNPAN,,0.5,0.02,0.33,-0.45999999999999885,39.49999999999994
ModicaGio,,1.0,1.0,1.0,1.0,0
pmercado2006,,1.0,1.0,1.0,1.0,0
monperatothom,,1.0,1.0,1.0,1.0,0
iris_versari,,1.0,1.0,0.5,1.0,25.0
EdmondD09082129,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
Vitasostenibile,,1.0,1.0,1.0,1.0,0
valfromrome,,1.0,1.0,1.0,1.0,0
cony_magistrada,,1.0,1.0,1.0,1.0,0
giusiary,,1.0,1.0,1.0,1.0,0
mmgbol,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
La7tv,,1.0,1.0,1.0,1.0,0
Paul_Manoni,,0.97,0.5,1.0,0.030000000000001137,48.49999999999994
QualeFuturo,1.0,1.0,1.0,0.33,0.99999999999999967,33.499999999999986
ljvmxy,,-0.11,0.21,1.0,0.52999999999999958,23.50000000000002
barbarapucci71,,1.0,1.0,1.0,1.0,0
davbilbao,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
CitizenGOes,,1.0,1.0,1.0,1.0,0
FGarciaSais,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
recordisco,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
IoleMarchesani,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
MagdaZanonii,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
simcopter,,1.0,1.0,-0.03,1.0,51.5
Fm2gomera,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
Lolamont,,1.0,1.0,1.0,1.0,0
AliciaAhora,,1.0,1.0,1.0,1.0,0
agilex2,,0.5,0.23,0.33,-0.039999999999999369,18.499999999999968
FreRuozzi,1.0,0.97,0.67,1.0,0.54999999999999971,22.500000000000014
PafSamu,,0.32,0.01,0.33,-0.29999999999999927,31.49999999999996
larobbina,,1.0,1.0,1.0,1.0,0
Jraulic,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
Veronica_Maz,,1.0,0.25,-0.0,-0.49999999999999845,24.999999999999922
grandesse,,1.0,1.0,1.0,1.0,0
pa__rm,,1.0,0.49,0.0,-0.019999999999998908,0.9999999999999454
tanatologiamex,,1.0,1.0,1.0,1.0,0
Natalia01488076,,1.0,1.0,1.0,1.0,0
lucabattanta,1.0,1.0,1.0,0.33,0.99999999999999967,33.499999999999986
Radio3tweet,,1.0,1.0,1.0,1.0,0
