Nodo,Venezuela Settembre,Venezuela Ottobre,Venezuela Novembre,Venezuela Dicembre,Venezuela Dicembre Predetto,Venezuelaerrore
Sfurmy,,-1.0,-1.0,-1.0,-1.0,0
PazAlso,,1.0,1.0,1.0,1.0,0
filotesa,1.0,1.0,1.0,0.5664393758956797,1.0,21.678031205216016
MariLlorca,1.0,1.0,1.0,1.0,1.0,0
serghievich,,0.8036050812582518,0.7580514713228853,0.7362428004388039,0.7580514713228853,1.0904335442040725
GerberArancio,,1.0,1.0,1.0,1.0,0
EthelByrond,,1.0,1.0,1.0,1.0,0
AnconaToday,,1.0,1.0,1.0,1.0,0
jesusmarana,,1.0,1.0,1.0,1.0,0
Ermiban,1.0,1.0,1.0,1.0,1.0,0
IsabelPrez10,,1.0,1.0,1.0,1.0,0
BettaCossu1,1.0,0.9697258830401561,0.8085316226931691,1.0,0.8891287528666626,5.54356235666687
barbaraabraham7,,1.0,1.0,1.0,1.0,0
fedeli_paolo,,1.0,0.9893104734845922,1.0,0.9893104734845922,0.5344763257703888
EnriqueIpia,1.0,1.0,1.0,1.0,1.0,0
tizpiac,,1.0,0.9923646239177053,1.0,0.9923646239177053,0.3817688041147349
Barbara_Goi,,1.0,-0.003817688041147349,-0.3333333333333333,-0.003817688041147349,16.475782264609297
_Naranjo_81,,1.0,1.0,1.0,1.0,0
fatpaul0147258,1.0,1.0,1.0,1.0,1.0,0
DCuevaCasanova,1.0,1.0,1.0,1.0,1.0,0
maclabogado,1.0,1.0,1.0,1.0,1.0,0
SigBliss,1.0,1.0,1.0,1.0,1.0,0
anis_epis,1.0,1.0,0.6,0.5,0.8,15.000000000000002
DannyPerezDiaz,1.0,1.0,1.0,1.0,1.0,0
Jonni_Thomasoo,,1.0,1.0,1.0,1.0,0
PierluigiDiC,,1.0,1.0,1.0,1.0,0
gagomalu,,1.0,1.0,1.0,1.0,0
ChiaraProDAmbra,,1.0,1.0,1.0,1.0,0
Arebilaaa,0.7764221520011908,0.9523415067285986,0.7832314708493369,0.9354046673980064,0.8677864887889677,3.3809089304519366
cosme_firenze,1.0,1.0,1.0,1.0,1.0,0
ADELGADO11,,1.0,1.0,1.0,1.0,0
ROVIHEGRAN,1.0,1.0,1.0,1.0,1.0,0
HealthItalia,1.0,1.0,1.0,1.0,1.0,0
MoebiusPeru,1.0,1.0,1.0,1.0,1.0,0
alepaganotwit,-1.0,-1.0,1.0,1.0,0.0,50.0
bafona54,,0.9614299492310946,0.9133787920890872,0.876185203949235,0.9133787920890872,1.8596794069926093
EsterPerifano,,0.8259092881561844,0.8957108569565446,0.7956812402535444,0.8957108569565446,5.001480835150013
vertvnoticias,,1.0,1.0,1.0,1.0,0
monysalas13,,1.0,1.0,1.0,1.0,0
Ines_Cidi,1.0,1.0,1.0,1.0,1.0,0
b_ory,,1.0,1.0,1.0,1.0,0
VadeRetro03,,1.0,1.0,1.0,1.0,0
ADTacitus,,1.0,1.0,1.0,1.0,0
ProVita_Tweet,1.0,1.0,1.0,1.0,1.0,0
SavioFicorella,1.0,1.0,1.0,1.0,1.0,0
LJes2014,1.0,1.0,1.0,1.0,1.0,0
luca_nuggia,1.0,1.0,1.0,1.0,1.0,0
ezia77,1.0,1.0,1.0,1.0,1.0,0
SalernoSal,,1.0,1.0,1.0,1.0,0
Matteo_DiMaio,,1.0,1.0,1.0,1.0,0
ADM_assdemxmi,1.0,1.0,0.9469720889136042,0.2874149659863946,0.9734860444568021,34.303553923520376
Simo_Lari,,1.0,1.0,1.0,1.0,0
Simone76623275,,1.0,1.0,1.0,1.0,0
conchamcs,1.0,1.0,1.0,1.0,1.0,0
savethedate47,0.7952844936313075,0.9330068957476639,0.8377000978875825,1.0,0.8853534968176232,5.732325159118839
ALFREDOMARIOTT1,,1.0,1.0,1.0,1.0,0
claudioparavati,1.0,1.0,1.0,1.0,1.0,0
Sbonini51,1.0,1.0,1.0,1.0,1.0,0
Angel42746901,1.0,1.0,1.0,1.0,1.0,0
AcsAngelica,1.0,1.0,1.0,1.0,1.0,0
EsAhoraMurcia,1.0,1.0,1.0,1.0,1.0,0
AnaGato__,1.0,1.0,1.0,1.0,1.0,0
ArroyoLeon,,1.0,1.0,1.0,1.0,0
uolller,,0.9678128683136531,0.7549702244179696,1.0,0.7549702244179696,12.251488779101521
GIANNNPAN,,1.0,0.9907739205670303,1.0,0.9907739205670303,0.4613039716484857
ModicaGio,,1.0,1.0,1.0,1.0,0
pmercado2006,,1.0,1.0,1.0,1.0,0
monperatothom,,1.0,1.0,1.0,1.0,0
iris_versari,,1.0,1.0,1.0,1.0,0
EdmondD09082129,1.0,1.0,1.0,1.0,1.0,0
Vitasostenibile,,1.0,1.0,1.0,1.0,0
valfromrome,,1.0,1.0,1.0,1.0,0
cony_magistrada,,1.0,1.0,1.0,1.0,0
giusiary,,1.0,1.0,1.0,1.0,0
mmgbol,1.0,1.0,1.0,1.0,1.0,0
La7tv,,1.0,1.0,1.0,1.0,0
Paul_Manoni,,0.8660137914953279,0.8377000978875825,1.0,0.8377000978875825,8.114995105620876
QualeFuturo,1.0,1.0,1.0,1.0,1.0,0
ljvmxy,,0.6677583964361917,0.6821889678041634,0.7362428004388039,0.6821889678041634,2.7026916317320238
barbarapucci71,,1.0,1.0,1.0,1.0,0
davbilbao,1.0,1.0,1.0,1.0,1.0,0
CitizenGOes,,1.0,1.0,1.0,1.0,0
FGarciaSais,1.0,1.0,1.0,1.0,1.0,0
recordisco,1.0,1.0,1.0,1.0,1.0,0
IoleMarchesani,1.0,1.0,1.0,1.0,1.0,0
MagdaZanonii,1.0,1.0,1.0,1.0,1.0,0
simcopter,,1.0,1.0,0.6387150353394322,1.0,18.06424823302839
Fm2gomera,1.0,1.0,1.0,1.0,1.0,0
Lolamont,,1.0,1.0,1.0,1.0,0
AliciaAhora,,1.0,1.0,1.0,1.0,0
agilex2,,1.0,0.9183234081393232,1.0,0.9183234081393232,4.083829593033839
FreRuozzi,0.5905689872626149,0.8660137914953279,0.7114819730844952,1.0,0.7887478822899116,10.562605885504423
PafSamu,,0.9419697627187281,0.9652369523188482,0.9318937467511814,0.9652369523188482,1.6671602783833395
larobbina,,1.0,1.0,1.0,1.0,0
Jraulic,1.0,1.0,1.0,1.0,1.0,0
Veronica_Maz,,0.9678128683136531,0.8074919858875301,0.876185203949235,0.8074919858875301,3.4346609030852457
grandesse,,1.0,1.0,1.0,1.0,0
pa__rm,,1.0,0.8377000978875825,0.0,0.8377000978875825,41.88500489437912
tanatologiamex,,1.0,1.0,1.0,1.0,0
Natalia01488076,,1.0,1.0,1.0,1.0,0
lucabattanta,1.0,1.0,1.0,1.0,1.0,0
Radio3tweet,,1.0,1.0,1.0,1.0,0
Zibelinam,,1.0,1.0,1.0,1.0,0
jonascardona,,1.0,1.0,1.0,1.0,0
AnnaMariaRosas1,0.5905689872626149,0.8660137914953279,0.3377000978875825,0.6666666666666666,0.6018569446914552,3.24048609876057
zerozerozecche,,1.0,1.0,1.0,1.0,0
webnauta5_9,1.0,1.0,0.7142857142857143,0.5,0.8571428571428572,17.85714285714286
nadia_corcione,,1.0,1.0,1.0,1.0,0
nanita7m,,1.0,1.0,1.0,1.0,0
Luisgrod,,1.0,1.0,1.0,1.0,0
GianGiach,0.7764221520011908,0.8100499515823951,0.705502220136765,0.7134573241192677,0.7577760858595801,2.215938087015623
RodriguezPinero,1.0,1.0,1.0,1.0,1.0,0
IsabelMariaAlmo,,1.0,1.0,1.0,1.0,0
Lexie_The_Queen,,0.8259092881561844,0.8957108569565446,0.7956812402535444,0.8957108569565446,5.001480835150013
tiziana_magnani,,1.0,1.0,1.0,1.0,0
MERITOCRACIA2,1.0,1.0,1.0,1.0,1.0,0
RosannaPace89,,1.0,1.0,1.0,1.0,0
geriatra_1,,1.0,1.0,1.0,1.0,0
txuslaguay,1.0,1.0,1.0,1.0,1.0,0
raffaghellogian,1.0,0.9129546440780922,0.9855411834280344,0.8978406201267721,0.9492479137530634,2.570364681314563
maddyvalerio06,1.0,1.0,1.0,1.0,1.0,0
AnaM_GallardoP,1.0,1.0,1.0,1.0,1.0,0
MCarmenJordan,1.0,1.0,1.0,1.0,1.0,0
BorsottiAlessio,0.6929267966356258,0.9169133299044905,0.7547614650115806,1.0,0.8358373974580355,8.208130127098222
Jada_win,1.0,1.0,1.0,0.5,1.0,25.0
Mucci1963,,1.0,1.0,1.0,1.0,0
gironisrael,,1.0,1.0,1.0,1.0,0
violet6femme,,1.0,1.0,1.0,1.0,0
culturacomplu,,1.0,1.0,1.0,1.0,0
monikant5,1.0,0.9643149591346801,0.8341779916039317,1.0,0.8992464753693059,5.037676231534705
pacienteseguro,,1.0,1.0,1.0,1.0,0
emocionycambio,,1.0,1.0,1.0,1.0,0
HaapalaRiitta,,-1.0,1.0,1.0,1.0,0
KZeneise,,1.0,1.0,1.0,1.0,0
Carmenr39892097,,0.8259092881561844,0.8957108569565446,0.7956812402535444,0.8957108569565446,5.001480835150013
MiikkaKeranen,1.0,1.0,1.0,1.0,1.0,0
capitanharlock2,1.0,1.0,1.0,1.0,1.0,0
pilardlsh,1.0,1.0,1.0,1.0,1.0,0
