Nodo,Venezuela Settembre,Venezuela Ottobre,Venezuela Novembre,Venezuela Dicembre,Venezuela Dicembre Predetto,Venezuelaerrore
jfgras_zafra,,1.0,1.0,1.0,1.0,0
podemosmurcia,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
raultorg,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
migueltomas_,,1.0,1.0,1.0,1.0,0
frarorarf,,1.0,1.0,1.0,1.0,0
fam_cristiana,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
HolaNotasPrensa,,1.0,1.0,1.0,1.0,0
FabianMirandaM,,1.0,1.0,1.0,1.0,0
battagliero84,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
alessiobae,,1.0,1.0,1.0,1.0,0
pettesimo14,,0.9892709561045511,0.8575926050482836,1.0,0.72591425399201681,13.704287300399159
giannimunizza,1.0,1.0,0.8034202134475439,0.6387150353394322,0.73789361793005814,4.958929129531297
ArchAtlas,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
beria_giancarla,,1.0,1.0,1.0,1.0,0
alfaxirius,,1.0,1.0,1.0,1.0,0
3d4c0m,,1.0,1.0,1.0,1.0,0
hardcorejudas,,0.9678128683136531,0.8774851122089848,1.0,0.7871573561043177,10.642132194784114
ljaakonsaari,,1.0,1.0,1.0,1.0,0
dPiovan,,0.9278250439188076,0.7167367640176234,1.0,0.50564848411644014,24.717575794177993
PellegriniLuisa,,1.0,1.0,1.0,1.0,0
FloresRojasMX,,1.0,1.0,1.0,1.0,0
mov_ideaToscana,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
SergioZ01,,0.939451766080312,0.8339139748416072,1.0,0.72837618360290302,13.58119081985485
AdeleOri,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
PaolaPagliaro,0.5905689872626149,0.9477864501447724,0.8789965632780902,1.0,1.0,0
PartSocialista,,1.0,1.0,1.0,1.0,0
PsiCaloveto,,1.0,1.0,1.0,1.0,0
CNT_Fuenlabrada,,1.0,1.0,1.0,1.0,0
CronacaParlamen,,1.0,0.9314402311199229,1.0,0.86288046223984638,6.855976888007681
pepo1913,,1.0,1.0,1.0,1.0,0
Visach80,,1.0,1.0,1.0,1.0,0
paulitacarva,,1.0,1.0,1.0,1.0,0
Christi64521865,,1.0,1.0,1.0,1.0,0
adamosy10,,1.0,1.0,1.0,1.0,0
maria_gimenez1,,1.0,1.0,1.0,1.0,0
L_e_o_t_o_n,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
enricovik,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
EnferTrabajoMur,,1.0,1.0,1.0,1.0,0
Antongiulio2,0.561165189877301,0.7495755935720932,0.7893690035267311,0.7527962768133095,0.92824040930813823,8.772206624741436
carlogubi,,1.0,0.8737818751966151,0.6387150353394322,0.74756375039323086,5.442435752689933
elemacaron,,1.0,1.0,1.0,1.0,0
Odiln3,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
josenorman,,1.0,1.0,1.0,1.0,0
iu_aragon,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
Angela_Ibanez,,1.0,1.0,1.0,1.0,0
podemossanidad,,1.0,1.0,1.0,1.0,0
Luzloizeaux,,1.0,1.0,1.0,1.0,0
Mic_a_e_la,,1.0,1.0,1.0,1.0,0
Sarti_Davide,,1.0,1.0,1.0,1.0,0
loacdi,,1.0,1.0,1.0,1.0,0
10261940,,1.0,1.0,1.0,1.0,0
AntennaGambero,,1.0,1.0,1.0,1.0,0
caterinacorda1,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
alessandro_fato,,0.9251320090837617,0.7475637503932303,1.0,0.56999549170269959,21.50022541486502
MennaFini,,0.9639125219624561,0.932672950522259,1.0,0.90143337908206234,4.928331045896883
bjornced,,-1.0,1.0,1.0,1.0,0
GustavPin,,1.0,1.0,1.0,1.0,0
MarianaLestelle,,1.0,1.0,1.0,1.0,0
gazzetti_betti,,1.0,1.0,1.0,1.0,0
barbara_levada,,0.9419697627187281,1.0,0.8978406201267721,1.0,5.107968993661394
OttoMorales12,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
assaloni,1.0,0.3333333333333333,0.5844090952853033,1.0,0.22365657149151508,38.81717142542425
wisimedina,,1.0,1.0,1.0,1.0,0
FlorGuzmanG,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
malacru,,1.0,1.0,1.0,1.0,0
geriatriachile,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
graziamorisi,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
germenpatogeno,,1.0,1.0,1.0,1.0,0
gloriagrifo,,1.0,1.0,1.0,1.0,0
Frodo6Luca,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
marianski65,,0.8259092881561844,0.8957108569565446,0.7956812402535444,0.96551242575690566,8.491559275168065
ragomgar,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
GiocondaGallina,,1.0,1.0,1.0,1.0,0
kermit290179,1.0,0.9446088866029937,0.7944835426465913,0.7721312289922457,0.70751435239645266,3.2308438297896536
Antonello_Lazzo,,1.0,1.0,1.0,1.0,0
amicoCelebrity,,1.0,1.0,1.0,1.0,0
g_parmi,,1.0,1.0,1.0,1.0,0
MariellaMaffini,,1.0,1.0,1.0,1.0,0
moguillaumet,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
sergiofenizia,,1.0,1.0,1.0,1.0,0
MarcoUdc,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
AQueMeVoyAIkea,,1.0,1.0,1.0,1.0,0
EArcolao,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
corrini,,1.0,1.0,1.0,1.0,0
davmadrid_,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
CristinaMongioy,,1.0,0.9974548746392066,1.0,0.99490974927841369,0.25451253607931545
MariaFidei,,1.0,1.0,1.0,1.0,0
WTR_282,,1.0,1.0,1.0,1.0,0
haroldfdl,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
donMimmo,,1.0,1.0,1.0,1.0,0
jcguillend,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
MANUEL_ONATE,,1.0,1.0,1.0,1.0,0
MedesMontgri,,1.0,1.0,1.0,1.0,0
ScarparoSara,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
joseacuencat,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
aulihapponen,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
petronillarusso,,0.9129546440780922,0.9652369523188482,0.9318937467511814,1.0,3.405312662440929
seloig,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
AlexSv85,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
STEFANIALOVE69,,0.9678128683136531,0.7549702244179696,1.0,0.54212758052228704,22.893620973885646
PenelopeCHG,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
justoutofmood,1.0,0.9251320090903875,0.9488132218343999,0.6666666666666666,0.90679496547599525,12.006414940466431
Rappa1958,,1.0,1.0,1.0,1.0,0
giuseppegullon8,,1.0,1.0,1.0,1.0,0
fjconpe,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
globalistIT,,1.0,1.0,1.0,1.0,0
humanizacionSS,,1.0,1.0,1.0,1.0,0
_MicroMega_,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
civati,,1.0,1.0,1.0,1.0,0
LAMONTEDOC,-1.0,-0.016093565843173452,-0.4150099251940101,-0.2911475084031017,0.10795557779359588,19.95515430983488
chastonytw,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
EulaliaGrillo,,1.0,0.9923646239176195,1.0,0.98472924783523996,0.7635376082380019
cronitaliana,,1.0,1.0,1.0,1.0,0
cuidadors,,1.0,1.0,1.0,1.0,0
MayraADiaz1,,1.0,1.0,1.0,1.0,0
Radio3scienza,,1.0,1.0,1.0,1.0,0
L_basili,,0.8259092881561844,0.8957108569565446,0.7956812402535444,0.96551242575690566,8.491559275168065
odissea86,,1.0,1.0,1.0,1.0,0
paolacsc,1.0,0.9548612583880246,0.5025835912709521,0.0,0.32173187449061069,16.086593724530534
radio3santarosa,,1.0,1.0,1.0,1.0,0
Urobertu,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
ale_petraglia,,1.0,1.0,1.0,1.0,0
formichenews,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
mariomarazziti,,1.0,1.0,1.0,1.0,0
MireyaTimi,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
marialolamajari,,1.0,1.0,1.0,1.0,0
marcoprat,,1.0,1.0,1.0,1.0,0
DoninGianni,,1.0,1.0,1.0,1.0,0
va_varca,,1.0,0.0,0.0,-0.99999999999999867,49.999999999999936
MaurizioAlba,,1.0,1.0,1.0,1.0,0
Elisabe250265,,0.9251320090837617,-0.12621812480338485,-1.0,-1.0,0
BeppeSammartino,0.7952844936313075,0.9361758481225456,0.8894539176292037,0.5869317436853196,0.96780751045891455,19.043788338679747
eardila02,,1.0,1.0,1.0,1.0,0
Andrea_Mariotto,,1.0,1.0,1.0,1.0,0
laurabagnoli,,1.0,1.0,0.6976568405139835,1.0,15.117157974300827
Catacamile,,1.0,1.0,1.0,1.0,0
erchamion17,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
FilippinRosanna,,1.0,1.0,1.0,1.0,0
lupoalberto1960,,1.0,1.0,1.0,1.0,0
blusewillis,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
vrwestperrenzi,,1.0,1.0,1.0,1.0,0
LauraFabiolaTo,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
faustalissia,,1.0,1.0,1.0,1.0,0
GenaroLopezR,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
devivocarmen,,1.0,1.0,1.0,1.0,0
ANMagistrati,,1.0,1.0,1.0,1.0,0
phenobarbital,,1.0,1.0,1.0,1.0,0
chiara_201181,,1.0,1.0,0.0,1.0,50.0
FBergamini3,,0.9625660045418809,0.9158545834644101,1.0,0.86914316238693978,6.542841880653011
geraldinasplace,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
Tirso1920,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
GabriellaSaba1,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
angelicamgb77,,1.0,1.0,1.0,1.0,0
MxQuesito,,1.0,1.0,1.0,1.0,0
schnitzlerrr,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
Trovolavorobiz,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
doctorsimon2,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
verodlpuerta,,1.0,1.0,1.0,1.0,0
GaschinoG,0.7764221520011908,0.9523415067285986,0.7288154724693666,0.6906718477997315,0.7715863642012275,4.045725820074803
Guerradtw,,1.0,1.0,1.0,1.0,0
sarafornari1,,1.0,1.0,1.0,1.0,0
FurioGarbagnati,,1.0,0.99448556171828,1.0,0.98897112343656046,0.5514438281719769
Soppressatira,,1.0,1.0,1.0,1.0,0
josemdominguezr,,1.0,1.0,1.0,1.0,0
ArderasDocu,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
IBBioetica,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
lLPorcoNero,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
steeler555,,1.0,1.0,1.0,1.0,0
crigiunchi,,1.0,0.5364377935608327,0.24541426681293466,0.072875587121666419,8.626933984563411
achispd,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
elenamihaita,,1.0,1.0,1.0,1.0,0
000120o,,1.0,0.9900403150911752,1.0,0.98008063018235103,0.9959684908824484
ecampsol,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
gaetanomaisto,,1.0,1.0,1.0,1.0,0
juherya,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
SerenellaVerd,,1.0,1.0,1.0,1.0,0
EdizioniSpartac,,1.0,1.0,1.0,1.0,0
archcg_cencioni,,0.8259092881561844,0.8957108569565446,0.7956812402535444,0.96551242575690566,8.491559275168065
idamontemagno,0.3417478718796837,0.36998404513101446,0.3310613879073487,0.11814208193281643,0.33691128433368039,10.938460120043198
Eduplaram,,1.0,1.0,1.0,1.0,0
FrenteAmplio_Ve,,1.0,1.0,1.0,1.0,0
MdSabini,,1.0,1.0,1.0,1.0,0
AngrySveva,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
restaurando11,,1.0,1.0,1.0,1.0,0
luisorel,,1.0,0.8629890284318582,0.876185203949235,0.72597805686371686,7.510357354275909
___xscd,,1.0,0.9974548746392066,1.0,0.99490974927841369,0.25451253607931545
KristiinaKunnas,,1.0,1.0,1.0,1.0,0
mariellarosati,,1.0,0.6,0.9045303500548505,0.20000000000000084,35.22651750274248
sonsolesoz,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
juankicani,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
angelgarcia3030,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
claudialopedote,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
angelomassa6,,0.9251320090837617,0.7475637503932303,0.5664393758956797,0.56999549170269959,0.1778057903509933
iloveLivorno,,1.0,1.0,1.0,1.0,0
leosanchezu,,1.0,1.0,1.0,1.0,0
luciadecosimo78,,1.0,1.0,1.0,1.0,0
LaityFamilyLife,,1.0,1.0,1.0,1.0,0
IlMattinoFoggia,,1.0,1.0,1.0,1.0,0
kanalibeach,-1.0,0.0,0.9047619047619048,1.0,1.0,0
Arqui_Cali,,1.0,1.0,1.0,1.0,0
SarkasmiSakari,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
LucioRomano02,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
ritamontanucci1,,1.0,1.0,1.0,1.0,0
Kamik_C,,1.0,1.0,1.0,1.0,0
scusateleterga,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
PillolaRazional,,1.0,1.0,1.0,1.0,0
RafaelLenL1,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
danielelussana,0.5905689872626149,0.8955729002895447,0.8460606243219494,0.9380926019746175,1.0,3.095369901269124
LuciGuenz,,0.9251320090837617,0.45661678503526204,0.3333333333333333,-0.011898439013236395,17.261588617328485
anahermilda,,1.0,1.0,1.0,1.0,0
Laakarilehti,,-1.0,1.0,1.0,1.0,0
NadiaTrentini1,,0.9839064341568265,0.9183234081393232,-0.16666666666666669,0.85274038212182024,50.970352439424346
pastorbprogre,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
FFarina1984,,1.0,1.0,1.0,1.0,0
ShareTheRoadFab,1.0,1.0,1.0,-1.0,0.99999999999999967,99.99999999999997
Patriota1959,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
sebaquila,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
Lady_Marian_G,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
Mode_Valdese,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
bebookness,,1.0,1.0,1.0,1.0,0
nitaidler,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
IesuAnna,,1.0,0.8557962865059812,0.6763931302810786,0.7115925730119631,1.7599721365442245
perquisidor,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
Alexylicious6,,1.0,1.0,1.0,1.0,0
noakeiko,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
mammapapaebimbi,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
Libellula51,,0.8259092881561844,0.9478554284782723,0.2652270800845148,1.0,36.73864599577426
EmiliaDeBiasi,1.0,1.0,0.9314402311198341,0.4081632653061225,0.90858697482644524,25.02118547601614
HSBnoticias,,1.0,1.0,1.0,1.0,0
BALLETTODANZA,,0.8259092881561844,0.8957108569565446,0.7956812402535444,0.96551242575690566,8.491559275168065
rivellandrea,0.6834957437593674,0.9330068957476639,0.9526292733330042,1.0,1.0,0
abladalba,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
Tittidp75,,1.0,1.0,1.0,1.0,0
LuciaValchera,,1.0,1.0,1.0,1.0,0
riccardoena66,,1.0,0.9314402311199229,0.7040816326530612,0.86288046223984638,7.939941479339257
AnikinGil,,1.0,1.0,1.0,1.0,0
bianchi_ennio,,0.9678128683136531,0.25165674147265654,0.0,-0.46449938536833879,23.224969268416938
GianPieroCroppo,1.0,1.0,0.9453411809140648,0.3058374975821983,0.92712157455208644,31.064203848494408
chiafloreslugo,,1.0,1.0,1.0,1.0,0
AllaTuaPresenza,,1.0,1.0,1.0,1.0,0
VSprint6,,1.0,1.0,1.0,1.0,0
Diego__MD,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
Juanmacofren,,1.0,1.0,1.0,1.0,0
fershoman123,,1.0,1.0,1.0,1.0,0
mariagildac,,1.0,1.0,1.0,1.0,0
Confronti_CNT,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
NextNewMedia,,1.0,1.0,1.0,1.0,0
Goernefrau,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
fabiopazzini,-0.10374465797837407,0.9464724387016252,0.8125244313012159,0.8480874859948305,1.0,7.5956257002584735
irisindia1,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
yeramirezh,,1.0,1.0,1.0,1.0,0
AbelNovoa,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
ivancatalanodep,0.5905689872626149,0.8955729002895447,0.7114819730841977,1.0,0.85345427270036855,7.327286364981572
alexarmuzzi,,1.0,1.0,1.0,1.0,0
ktirita1,,1.0,1.0,1.0,1.0,0
rominaroy23,,1.0,1.0,1.0,1.0,0
MandrakeMette,0.7952844936313075,0.9326493916648504,0.8142194802525007,0.8554797919652266,0.86631944180407905,0.5419824919426219
AgustinaWeyler,,1.0,1.0,1.0,1.0,0
PodemosAlhama,,1.0,1.0,1.0,1.0,0
nuevainsula,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
tersilvio,,1.0,1.0,1.0,1.0,0
Jusfincom,,1.0,1.0,1.0,1.0,0
Sfurmy,,-1.0,-1.0,-1.0,-1.0,0
PazAlso,,1.0,1.0,1.0,1.0,0
filotesa,1.0,1.0,1.0,0.5664393758956797,0.99999999999999967,21.678031205215998
MariLlorca,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
serghievich,,0.8036050812582518,0.7580514713228853,0.7362428004388039,0.71249786138751947,1.1872469525642193
GerberArancio,,1.0,1.0,1.0,1.0,0
EthelByrond,,1.0,1.0,1.0,1.0,0
AnconaToday,,1.0,1.0,1.0,1.0,0
jesusmarana,,1.0,1.0,1.0,1.0,0
Ermiban,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
IsabelPrez10,,1.0,1.0,1.0,1.0,0
BettaCossu1,1.0,0.9697258830401561,0.8085316226931691,1.0,0.73461745793761057,13.269127103119471
barbaraabraham7,,1.0,1.0,1.0,1.0,0
fedeli_paolo,,1.0,0.9893104734845922,1.0,0.97862094696918511,1.0689526515407444
EnriqueIpia,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
tizpiac,,1.0,0.9923646239177053,1.0,0.98472924783541105,0.7635376082294476
Barbara_Goi,,1.0,-0.003817688041147349,-0.3333333333333333,-1.0,33.333333333333336
_Naranjo_81,,1.0,1.0,1.0,1.0,0
fatpaul0147258,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
DCuevaCasanova,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
maclabogado,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
SigBliss,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
anis_epis,1.0,1.0,0.6,0.5,0.46666666666666579,1.6666666666667107
DannyPerezDiaz,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
Jonni_Thomasoo,,1.0,1.0,1.0,1.0,0
PierluigiDiC,,1.0,1.0,1.0,1.0,0
gagomalu,,1.0,1.0,1.0,1.0,0
ChiaraProDAmbra,,1.0,1.0,1.0,1.0,0
Arebilaaa,0.7764221520011908,0.9523415067285986,0.7832314708493369,0.9354046673980064,0.84414102870785424,4.563181934507609
cosme_firenze,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
ADELGADO11,,1.0,1.0,1.0,1.0,0
ROVIHEGRAN,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
HealthItalia,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
MoebiusPeru,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
alepaganotwit,-1.0,-1.0,1.0,1.0,1.0,0
bafona54,,0.9614299492310946,0.9133787920890872,0.876185203949235,0.86532763494708087,0.5428784501077089
EsterPerifano,,0.8259092881561844,0.8957108569565446,0.7956812402535444,0.96551242575690566,8.491559275168065
vertvnoticias,,1.0,1.0,1.0,1.0,0
monysalas13,,1.0,1.0,1.0,1.0,0
Ines_Cidi,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
b_ory,,1.0,1.0,1.0,1.0,0
VadeRetro03,,1.0,1.0,1.0,1.0,0
ADTacitus,,1.0,1.0,1.0,1.0,0
ProVita_Tweet,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
SavioFicorella,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
LJes2014,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
luca_nuggia,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
ezia77,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
SalernoSal,,1.0,1.0,1.0,1.0,0
Matteo_DiMaio,,1.0,1.0,1.0,1.0,0
ADM_assdemxmi,1.0,1.0,0.9469720889136042,0.2874149659863946,0.92929611855147187,32.094057628253864
Simo_Lari,,1.0,1.0,1.0,1.0,0
Simone76623275,,1.0,1.0,1.0,1.0,0
conchamcs,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
savethedate47,0.7952844936313075,0.9330068957476639,0.8377000978875825,1.0,0.89774610001179278,5.112694999410361
ALFREDOMARIOTT1,,1.0,1.0,1.0,1.0,0
claudioparavati,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
Sbonini51,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
Angel42746901,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
AcsAngelica,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
EsAhoraMurcia,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
AnaGato__,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
ArroyoLeon,,1.0,1.0,1.0,1.0,0
uolller,,0.9678128683136531,0.7549702244179696,1.0,0.54212758052228704,22.893620973885646
GIANNNPAN,,1.0,0.9907739205670303,1.0,0.98154784113406124,0.9226079432969381
ModicaGio,,1.0,1.0,1.0,1.0,0
pmercado2006,,1.0,1.0,1.0,1.0,0
monperatothom,,1.0,1.0,1.0,1.0,0
iris_versari,,1.0,1.0,1.0,1.0,0
EdmondD09082129,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
Vitasostenibile,,1.0,1.0,1.0,1.0,0
valfromrome,,1.0,1.0,1.0,1.0,0
cony_magistrada,,1.0,1.0,1.0,1.0,0
giusiary,,1.0,1.0,1.0,1.0,0
mmgbol,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
La7tv,,1.0,1.0,1.0,1.0,0
Paul_Manoni,,0.8660137914953279,0.8377000978875825,1.0,0.80938640427983766,9.530679786008116
QualeFuturo,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
ljvmxy,,0.6677583964361917,0.6821889678041634,0.7362428004388039,0.69661953917213526,1.9811630633334298
barbarapucci71,,1.0,1.0,1.0,1.0,0
davbilbao,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
CitizenGOes,,1.0,1.0,1.0,1.0,0
FGarciaSais,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
recordisco,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
IoleMarchesani,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
MagdaZanonii,1.0,1.0,1.0,1.0,0.99999999999999967,1.6653345369377348e-14
simcopter,,1.0,1.0,0.6387150353394322,1.0,18.06424823302839
